File,Pattern,Severity,Description,Fix,Match,Line
"src/components/input/GlassInput.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className,",75
"src/components/input/GlassInput.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="flex items-center gap-1">",197
"src/components/input/GlassInput.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className={cn('glass-foundation-complete', 'animate-spin rounded-full border-2 border-current border-t-transparent', iconSize?.[size]))} />",199
"src/components/input/GlassInput.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className={cn(",124
"src/components/input/GlassInput.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className={cn('flex items-center justify-center text-muted-foreground', iconSize?.[size])}>",216
"src/components/input/GlassInput.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className={cn(",124
"src/components/input/GlassLabel.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className: {",16
"src/components/input/GlassLabel.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className prop',",18
"src/components/input/GlassLabel.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className: '',",30
"src/components/input/GlassLabel.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="p-4 text-center">",42
"src/components/input/GlassLabel.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="text-lg font-semibold mb-2">GlassLabel</h3>",43
"src/components/input/GlassLabel.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="text-sm opacity-80">This is the default glasslabel component.</p>",44
"src/components/input/GlassLabel.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="flex flex-wrap gap-4">",52
"src/components/input/GlassLabel.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className: {",16
"src/components/input/GlassLabel.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className prop',",18
"src/components/input/GlassLabel.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className: '',",30
"src/components/input/GlassLabel.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="p-4 text-center">",42
"src/components/input/GlassLabel.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="text-lg font-semibold mb-2">GlassLabel</h3>",43
"src/components/input/GlassLabel.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="text-sm opacity-80">This is the default glasslabel component.</p>",44
"src/components/input/GlassLabel.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="flex flex-wrap gap-4">",52
"src/components/input/GlassLabel.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className,",27
"src/components/input/GlassLabel.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className={cn(",52
"src/components/input/GlassLabel.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className",27
"src/components/input/GlassLabel.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="shrink-0">",74
"src/components/input/GlassLabel.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="text-red-400 ml-1" aria-label="required">",82
"src/components/input/GlassLabel.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className,",27
"src/components/input/GlassLabel.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className={cn(",52
"src/components/input/GlassLabel.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className",27
"src/components/input/GlassLabel.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="shrink-0">",74
"src/components/input/GlassLabel.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="text-red-400 ml-1" aria-label="required">",82
"src/components/input/GlassMultiSelect.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className: {",54
"src/components/input/GlassMultiSelect.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="grid grid-cols-1 md:grid-cols-2 gap-6 max-w-2xl">",92
"src/components/input/GlassMultiSelect.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="text-sm font-medium mb-2">Outlined</h4>",94
"src/components/input/GlassMultiSelect.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="text-sm font-medium mb-2">Filled</h4>",98
"src/components/input/GlassMultiSelect.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="text-sm font-medium mb-2">Standard</h4>",102
"src/components/input/GlassMultiSelect.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="space-y-4 max-w-md">",111
"src/components/input/GlassMultiSelect.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="text-sm font-medium mb-2">Small</h4>",113
"src/components/input/GlassMultiSelect.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="text-sm font-medium mb-2">Medium</h4>",117
"src/components/input/GlassMultiSelect.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="text-sm font-medium mb-2">Large</h4>",121
"src/components/input/GlassMultiSelect.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className: {",54
"src/components/input/GlassMultiSelect.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="grid grid-cols-1 md:grid-cols-2 gap-6 max-w-2xl">",92
"src/components/input/GlassMultiSelect.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="text-sm font-medium mb-2">Outlined</h4>",94
"src/components/input/GlassMultiSelect.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="text-sm font-medium mb-2">Filled</h4>",98
"src/components/input/GlassMultiSelect.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="text-sm font-medium mb-2">Standard</h4>",102
"src/components/input/GlassMultiSelect.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="space-y-4 max-w-md">",111
"src/components/input/GlassMultiSelect.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="text-sm font-medium mb-2">Small</h4>",113
"src/components/input/GlassMultiSelect.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="text-sm font-medium mb-2">Medium</h4>",117
"src/components/input/GlassMultiSelect.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="text-sm font-medium mb-2">Large</h4>",121
"src/components/input/GlassMultiSelect.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="galileo-multiselect-token-wrapper focus-visible:ring-2 focus-visible:ring-blue-500/50">",537
"src/components/input/GlassMultiSelect.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="galileo-multiselect-token-wrapper focus-visible:ring-2 focus-visible:ring-blue-500/50">",537
"src/components/input/GlassMultiSelect.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="galileo-multiselect-token focus-visible:ring-2 focus-visible:ring-blue-500/50" // Keep class for entrance animation targetting",547
"src/components/input/GlassMultiSelect.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="remove-button focus-visible:ring-2 focus-visible:ring-blue-500/50"",559
"src/components/input/GlassMultiSelect.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className,",598
"src/components/input/GlassMultiSelect.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className={`glass-multi-select ${className || ''}`}",1192
"src/components/input/GlassMultiSelect.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="galileo-multiselect-token-wrapper focus-visible:ring-2 focus-visible:ring-blue-500/50">",537
"src/components/input/GlassMultiSelect.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="galileo-multiselect-token-wrapper focus-visible:ring-2 focus-visible:ring-blue-500/50">",537
"src/components/input/GlassMultiSelect.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="galileo-multiselect-token focus-visible:ring-2 focus-visible:ring-blue-500/50" // Keep class for entrance animation targetting",547
"src/components/input/GlassMultiSelect.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="remove-button focus-visible:ring-2 focus-visible:ring-blue-500/50"",559
"src/components/input/GlassMultiSelect.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className,",598
"src/components/input/GlassMultiSelect.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className={`glass-multi-select ${className || ''}`}",1192
"src/components/input/GlassMultiSelect.tsx","Hard-coded Colors","LOW","Hard-coded rgba values instead of tokens","Use CSS variables or Tailwind classes","rgba(255, 255, 255, 0.12)",139
"src/components/input/GlassMultiSelect.tsx","Hard-coded Colors","LOW","Hard-coded rgba values instead of tokens","Use CSS variables or Tailwind classes","rgba(255, 255, 255, 0.03)",141
"src/components/input/GlassMultiSelect.tsx","Hard-coded Colors","LOW","Hard-coded rgba values instead of tokens","Use CSS variables or Tailwind classes","rgba(255, 255, 255, 0.01)",160
"src/components/input/GlassMultiSelect.tsx","Hard-coded Colors","LOW","Hard-coded rgba values instead of tokens","Use CSS variables or Tailwind classes","rgba(255, 255, 255, 0.12)",139
"src/components/input/GlassMultiSelect.tsx","Hard-coded Colors","LOW","Hard-coded rgba values instead of tokens","Use CSS variables or Tailwind classes","rgba(255, 255, 255, 0.15)",310
"src/components/input/GlassMultiSelect.tsx","Hard-coded Colors","LOW","Hard-coded rgba values instead of tokens","Use CSS variables or Tailwind classes","rgba(255, 255, 255, 0.08)",313
"src/components/input/GlassMultiSelect.tsx","Hard-coded Colors","LOW","Hard-coded rgba values instead of tokens","Use CSS variables or Tailwind classes","rgba(255, 255, 255, 0.08)",313
"src/components/input/GlassMultiSelect.tsx","Hard-coded Colors","LOW","Hard-coded rgba values instead of tokens","Use CSS variables or Tailwind classes","rgba(255, 255, 255, 0.05)",394
"src/components/input/GlassMultiStepForm.stories.tsx","Low Opacity Background","HIGH","Background opacity below minimum threshold (≥ 0.22)","Use bg-white/25 or higher","bg-white/2",34
"src/components/input/GlassMultiStepForm.stories.tsx","Low Opacity Background","HIGH","Background opacity below minimum threshold (≥ 0.22)","Use bg-white/25 or higher","bg-white/2",34
"src/components/input/GlassMultiStepForm.stories.tsx","Low Opacity Background","HIGH","Background opacity below minimum threshold (≥ 0.22)","Use bg-white/25 or higher","bg-white/2",34
"src/components/input/GlassMultiStepForm.stories.tsx","Low Opacity Background","HIGH","Background opacity below minimum threshold (≥ 0.22)","Use bg-white/25 or higher","bg-white/2",34
"src/components/input/GlassMultiStepForm.stories.tsx","Low Opacity Background","HIGH","Background opacity below minimum threshold (≥ 0.22)","Use bg-white/25 or higher","bg-white/2",34
"src/components/input/GlassMultiStepForm.stories.tsx","Low Opacity Background","HIGH","Background opacity below minimum threshold (≥ 0.22)","Use bg-white/25 or higher","bg-white/2",34
"src/components/input/GlassMultiStepForm.stories.tsx","Low Opacity Border","MEDIUM","Border opacity below minimum threshold (≥ 0.20)","Use border-white/20 or higher","border-white/3",34
"src/components/input/GlassMultiStepForm.stories.tsx","Low Opacity Border","MEDIUM","Border opacity below minimum threshold (≥ 0.20)","Use border-white/20 or higher","border-white/3",34
"src/components/input/GlassMultiStepForm.stories.tsx","Low Opacity Border","MEDIUM","Border opacity below minimum threshold (≥ 0.20)","Use border-white/20 or higher","border-white/3",34
"src/components/input/GlassMultiStepForm.stories.tsx","Low Opacity Border","MEDIUM","Border opacity below minimum threshold (≥ 0.20)","Use border-white/20 or higher","border-white/3",34
"src/components/input/GlassMultiStepForm.stories.tsx","Low Opacity Border","MEDIUM","Border opacity below minimum threshold (≥ 0.20)","Use border-white/20 or higher","border-white/3",34
"src/components/input/GlassMultiStepForm.stories.tsx","Low Opacity Border","MEDIUM","Border opacity below minimum threshold (≥ 0.20)","Use border-white/20 or higher","border-white/3",34
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className: {",16
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className prop',",18
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className: '',",22
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="space-y-4">",31
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="block text-sm font-medium text-white/80 mb-1">First Name</label>",33
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="w-full px-3 py-2 bg-white/255 border border-white/300 rounded-lg text-white" />",34
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="block text-sm font-medium text-white/80 mb-1">Last Name</label>",37
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="w-full px-3 py-2 bg-white/255 border border-white/300 rounded-lg text-white" />",34
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="space-y-4">",31
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="block text-sm font-medium text-white/80 mb-1">Email</label>",46
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="w-full px-3 py-2 bg-white/255 border border-white/300 rounded-lg text-white" />",34
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="block text-sm font-medium text-white/80 mb-1">Phone</label>",50
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="w-full px-3 py-2 bg-white/255 border border-white/300 rounded-lg text-white" />",34
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="space-y-4">",31
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="block text-sm font-medium text-white/80 mb-1">Name</label>",76
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="w-full px-3 py-2 bg-white/255 border border-white/300 rounded-lg text-white" />",34
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="space-y-4">",31
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="block text-sm font-medium text-white/80 mb-1">Email</label>",46
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="w-full px-3 py-2 bg-white/255 border border-white/300 rounded-lg text-white" />",34
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="flex flex-wrap gap-4">",93
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className: {",16
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className prop',",18
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className: '',",22
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="space-y-4">",31
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="block text-sm font-medium text-white/80 mb-1">First Name</label>",33
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="w-full px-3 py-2 bg-white/255 border border-white/300 rounded-lg text-white" />",34
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="block text-sm font-medium text-white/80 mb-1">Last Name</label>",37
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="w-full px-3 py-2 bg-white/255 border border-white/300 rounded-lg text-white" />",34
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="space-y-4">",31
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="block text-sm font-medium text-white/80 mb-1">Email</label>",46
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="w-full px-3 py-2 bg-white/255 border border-white/300 rounded-lg text-white" />",34
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="block text-sm font-medium text-white/80 mb-1">Phone</label>",50
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="w-full px-3 py-2 bg-white/255 border border-white/300 rounded-lg text-white" />",34
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="space-y-4">",31
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="block text-sm font-medium text-white/80 mb-1">Name</label>",76
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="w-full px-3 py-2 bg-white/255 border border-white/300 rounded-lg text-white" />",34
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="space-y-4">",31
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="block text-sm font-medium text-white/80 mb-1">Email</label>",46
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="w-full px-3 py-2 bg-white/255 border border-white/300 rounded-lg text-white" />",34
"src/components/input/GlassMultiStepForm.stories.tsx","Missing Focus Visible","MEDIUM","Interactive element may be missing focus-visible","Add focus-visible:ring-2 focus-visible:ring-blue-500/50","className="flex flex-wrap gap-4">",93
"src/components/input/GlassMultiStepForm.tsx","Low Opacity Background","HIGH","Background opacity below minimum threshold (≥ 0.22)","Use bg-white/25 or higher","bg-white/2",311
"src/components/input/GlassMultiStepForm.tsx","Low Opacity Background","HIGH","Background opacity below minimum threshold (≥ 0.22)","Use bg-white/25 or higher","bg-white/2",311
"src/components/input/GlassMultiStepForm.tsx","Low Opacity Background","HIGH","Background opacity below minimum threshold (≥ 0.22)","Use bg-white/25 or higher","bg-white/2",311
"src/components/input/GlassMultiStepForm.tsx","Low Opacity Border","MEDIUM","Border opacity below minimum threshold (≥ 0.20)","Use border-white/20 or higher","border-white/3",341
"src/components/input/GlassMultiStepForm.tsx","Low Opacity Border","MEDIUM","Border opacity below minimum threshold (≥ 0.20)","Use border-white/20 or higher","border-white/3",341
"src/components/input/GlassMultiStepForm.tsx","Low Opacity Border","MEDIUM","Border opacity below minimum threshold (≥ 0.20)","Use border-white/20 or higher","border-white/3",341
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className",92
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className?: string;",94
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className,",141
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="w-full max-w-4xl mx-auto">",284
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className={cn('overflow-hidden', className)} {...props}>",285
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="pb-6">",287
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="text-white text-2xl font-semibold text-center">",289
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="text-white/70 text-center mt-2">{description}</p>",295
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="mt-6">",300
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="flex justify-between items-center mb-2">",301
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="text-sm text-white/70">",302
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="text-sm text-white/70">",302
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="glass-foundation-complete w-full bg-white/255 rounded-full h-2 overflow-hidden">",311
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="h-full bg-gradient-to-r from-primary/60 to-primary rounded-full"",314
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="flex justify-between mt-4">",320
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className={cn(",285
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className={cn('glass-foundation-complete', ",337
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="w-5 h-5" />",345
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="w-5 h-5">{step.icon}</span>",347
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="text-sm font-medium">{index + 1}</span>",349
"src/components/input/GlassMultiStepForm.tsx","Missing Backdrop Filter","MEDIUM","Component may be missing backdrop-filter","Add glass-foundation-complete class","className="text-center mt-2">",353
